number,spam_label,reported_by_users,avg_call_frequency,avg_call_duration,no_of_unique_contacts,report_ratio,most_active_hour
8666695448,spam,253,96,7,14,4.58,3
8738815108,spam,305,97,22,11,3.13,5
8987118267,not_spam,1,5,503,29,0.02,17
8485086550,not_spam,1,2,520,87,0.03,21
7951237999,spam,211,41,23,4,1.12,0
7246596815,not_spam,2,9,494,32,0.05,8
6295443338,spam,264,76,57,12,4.69,1
7493864487,spam,75,95,14,8,3.78,1
8480885009,not_spam,0,1,218,45,0.04,20
6122183188,not_spam,1,9,181,81,0.0,18
7434481636,spam,367,74,59,6,2.88,1
8618035462,spam,276,97,7,7,4.64,1
7946926087,not_spam,1,2,520,87,0.03,21
8467142537,spam,60,72,21,6,4.98,4
8382243196,not_spam,2,8,286,57,0.04,16
7709260784,spam,353,94,48,6,1.31,5
7576928571,not_spam,2,5,453,67,0.0,21
8236242687,not_spam,2,7,280,65,0.04,13
9060255038,spam,109,99,45,4,4.69,1
7432589203,not_spam,1,3,499,58,0.03,19
7563202192,not_spam,0,5,381,100,0.03,15
7174282504,spam,123,34,30,2,3.68,1
9618939553,not_spam,2,4,94,65,0.0,12
6171459619,not_spam,1,5,442,68,0.02,14
8544089093,spam,253,96,7,14,4.58,3
6851525533,not_spam,1,9,299,63,0.04,20
8284043530,spam,208,57,29,12,3.55,6
9452664170,spam,243,29,11,13,2.62,3
9916179146,not_spam,0,4,186,10,0.02,20
9982505731,spam,392,55,5,11,2.88,4
8580599651,spam,148,34,52,7,2.9,1
6051877386,spam,116,35,21,7,1.47,4
6147418401,not_spam,0,10,253,78,0.03,10
8211184094,not_spam,1,10,149,87,0.01,11
7101349120,not_spam,0,4,527,86,0.02,16
7165565062,not_spam,1,6,514,100,0.01,18
8497072731,not_spam,1,5,238,42,0.04,8
8167777739,not_spam,0,7,149,97,0.02,21
8198356861,spam,407,98,45,5,2.38,3
6466065000,spam,143,32,56,14,3.06,0
7154334033,spam,97,100,57,13,4.86,5
8684915838,not_spam,0,6,141,16,0.01,16
7752055487,spam,255,42,47,7,2.94,3
8744625440,not_spam,2,2,263,82,0.01,18
8062592899,not_spam,0,9,592,64,0.05,19
8117022999,spam,482,89,58,5,3.85,4
8005262132,spam,167,86,36,12,3.17,2
7297611331,not_spam,0,2,113,72,0.05,22
7006631430,not_spam,2,3,314,80,0.01,10
9602734572,spam,320,75,16,13,4.18,6
7161601134,spam,211,41,23,4,1.12,0
7610299012,not_spam,2,8,286,57,0.04,16
6169616644,not_spam,0,5,454,50,0.03,13
9053789417,not_spam,1,6,570,62,0.01,13
8075913915,not_spam,0,1,530,66,0.01,14
7794168523,spam,379,46,45,7,2.26,6
9216234584,not_spam,2,8,108,61,0.02,20
7229650458,not_spam,0,10,349,65,0.03,12
8595451576,spam,352,95,57,14,1.52,1
7307087839,spam,367,37,28,3,2.56,4
7939185840,not_spam,2,4,397,11,0.02,9
9366675463,spam,270,23,35,2,4.28,1
9203187830,not_spam,2,3,459,18,0.04,18
9819660098,not_spam,1,5,513,98,0.03,16
8597346669,spam,418,65,43,9,4.07,6
6566448813,not_spam,1,1,279,52,0.02,13
6610964840,spam,294,71,53,12,1.19,4
9675674438,spam,250,65,20,6,2.5,1
9415662037,spam,247,60,34,14,1.8,2
7281845452,spam,454,54,20,11,2.48,6
8798136962,spam,300,33,47,7,3.39,1
6390986389,spam,469,53,45,7,3.88,3
9655308237,not_spam,2,3,151,27,0.01,8
6657519707,spam,255,42,47,7,2.94,3
8179056120,spam,347,55,16,3,3.85,1
8780012225,not_spam,2,5,541,86,0.0,21
8158764542,spam,125,25,12,7,2.59,2
8106756387,spam,78,76,58,3,3.1,1
6186013958,not_spam,0,2,467,51,0.02,19
8110274034,not_spam,2,3,126,12,0.03,12
6205921530,not_spam,2,6,168,23,0.02,19
6532380914,not_spam,2,5,460,64,0.02,10
9250154241,spam,498,88,39,7,1.71,4
8072318813,spam,259,75,39,14,4.14,5
9818229012,not_spam,0,7,501,72,0.03,13
6011868704,not_spam,1,5,396,93,0.04,21
6170252379,spam,90,63,18,8,2.65,1
6896280502,spam,402,57,37,11,3.4,5
8354566126,spam,496,53,26,10,4.82,5
6014289607,not_spam,1,2,176,72,0.05,13
8743623385,not_spam,1,10,474,73,0.05,18
8300681828,spam,136,99,59,7,2.03,5
6341794081,not_spam,0,8,89,31,0.04,16
9310741061,spam,85,55,56,6,3.85,6
6935590097,not_spam,2,10,370,76,0.0,17
8668061701,not_spam,1,2,176,72,0.05,13
9634483142,spam,132,69,10,2,3.09,4
6023256262,spam,326,97,10,9,4.91,0
8296971750,not_spam,1,7,228,33,0.02,20
8599352470,spam,118,70,49,12,3.52,4
6735965916,spam,275,42,19,9,2.09,4
7982013044,not_spam,1,10,531,60,0.01,12
9922652449,spam,217,33,58,13,4.96,4
7928136441,spam,431,44,20,7,3.91,5
7420902870,spam,179,30,51,11,2.79,5
8947415524,not_spam,0,5,314,60,0.05,14
7157741189,not_spam,1,1,393,68,0.05,18
8453247723,spam,336,86,25,3,2.71,4
9036202621,not_spam,1,1,383,24,0.02,8
8285650636,spam,121,39,48,11,3.26,1
7744753330,spam,430,91,40,11,1.24,5
7078528866,not_spam,2,10,579,11,0.04,18
8089922903,spam,264,28,39,13,4.7,6
8410034594,spam,254,52,31,11,1.02,2
9663024161,not_spam,2,1,510,64,0.04,19
6980155572,spam,125,25,12,7,2.59,2
6949068468,spam,492,63,49,2,3.21,1
6096704216,spam,186,94,50,15,2.87,6
8638686662,spam,208,57,29,12,3.55,6
7163077018,spam,469,53,45,7,3.88,3
7754430192,not_spam,0,10,583,54,0.05,16
8367941686,spam,323,45,24,4,3.7,0
8912207392,not_spam,1,5,442,68,0.02,14
9894221756,not_spam,1,7,345,84,0.01,15
8911957430,not_spam,2,4,257,61,0.03,22
6279160330,not_spam,2,6,417,85,0.0,19
9266948328,not_spam,1,5,99,59,0.01,19
8581062011,spam,145,20,58,9,4.74,2
8315014730,not_spam,1,5,442,68,0.02,14
7111400180,not_spam,1,5,536,15,0.01,22
7682050801,spam,274,80,23,10,1.58,2
9737914023,not_spam,1,1,281,35,0.01,18
6124253002,spam,250,80,13,2,1.26,6
8456840930,not_spam,1,2,541,23,0.02,16
6460668957,spam,77,53,10,8,1.25,0
7544757220,not_spam,0,4,419,77,0.04,14
9341168307,not_spam,1,1,383,24,0.02,8
6257385042,not_spam,1,3,543,71,0.02,8
6918921520,not_spam,1,7,238,33,0.01,11
6699150502,not_spam,0,10,583,54,0.05,16
9061577473,not_spam,2,2,87,90,0.01,22
7741194729,spam,302,71,52,8,3.09,6
8237268435,spam,366,42,13,6,2.35,1
9732416162,not_spam,0,10,382,91,0.01,17
7323674946,spam,64,67,55,14,1.99,2
8061337263,spam,420,50,27,10,4.49,2
9866977897,not_spam,0,10,496,99,0.04,20
9314189932,not_spam,1,9,535,60,0.04,13
9365560632,not_spam,1,3,491,17,0.02,12
9760043037,not_spam,1,10,487,39,0.03,22
6937827076,spam,122,30,45,2,2.18,2
7332735954,spam,431,44,20,7,3.91,5
6663424985,spam,480,80,14,10,3.24,0
7809919232,not_spam,2,9,115,39,0.04,20
9323841601,not_spam,0,2,334,24,0.0,22
7119997996,spam,186,94,50,15,2.87,6
7106899448,spam,469,53,45,7,3.88,3
9657141105,spam,122,30,45,2,2.18,2
9774584708,not_spam,1,9,299,63,0.04,20
7464941948,not_spam,0,5,115,24,0.03,13
9125283881,not_spam,0,4,421,53,0.05,15
9595717996,spam,420,50,27,10,4.49,2
7898364780,not_spam,1,7,458,77,0.05,11
6092276161,spam,407,98,45,5,2.38,3
9721858658,not_spam,0,2,330,53,0.04,13
9138343651,spam,450,32,52,4,4.39,0
7610821048,spam,122,30,45,2,2.18,2
8942710540,not_spam,0,10,583,54,0.05,16
6016762189,spam,195,70,34,2,3.99,5
6918911851,spam,480,80,14,10,3.24,0
9378658243,spam,114,30,28,11,3.81,5
6817997675,spam,276,64,19,13,3.03,4
7000981903,not_spam,0,7,375,50,0.01,17
7996922351,spam,89,22,38,13,2.95,0
6048443779,spam,197,50,30,6,1.27,0
7644752739,spam,173,98,27,3,1.02,3
9212591101,not_spam,2,5,393,85,0.02,10
7348705404,spam,408,30,46,12,3.96,1
8951332387,spam,473,84,36,15,1.5,2
8811533507,not_spam,2,10,579,11,0.04,18
8842704889,not_spam,2,10,385,98,0.0,20
7146256914,spam,364,98,50,6,2.95,3
9250791598,spam,186,76,21,14,4.96,3
8043554911,not_spam,0,10,233,100,0.04,11
6287423906,not_spam,0,4,269,97,0.04,8
9625829565,not_spam,1,3,455,88,0.02,17
7017155624,not_spam,1,7,458,77,0.05,11
9904875423,not_spam,1,10,569,17,0.0,21
9438710866,not_spam,2,3,357,24,0.02,19
9566832343,spam,396,30,25,6,2.13,3
6453479544,spam,454,54,20,11,2.48,6
8441439652,spam,232,91,18,9,1.77,1
8878753572,spam,157,88,13,13,3.09,1
6742112834,not_spam,1,2,541,23,0.02,16
6985045122,not_spam,2,10,238,35,0.01,9
6854268034,not_spam,0,1,450,76,0.02,9
9313137186,spam,162,53,21,12,1.53,1
8391353058,not_spam,1,2,395,32,0.02,11
6941556855,not_spam,1,4,382,12,0.01,10
7124038807,spam,82,21,55,7,4.1,3
8717224740,not_spam,2,1,274,98,0.03,21
7904572964,not_spam,2,8,436,47,0.04,22
9835662720,spam,147,78,46,4,4.57,2
7458061947,not_spam,2,2,515,100,0.04,18
9710891678,not_spam,1,1,565,85,0.03,18
6012237135,not_spam,2,9,66,10,0.02,14
8062242930,not_spam,2,2,330,41,0.01,22
6791138321,not_spam,2,9,587,29,0.05,18
6833303512,not_spam,2,10,286,83,0.01,17
6141922149,not_spam,2,5,541,86,0.0,21
7815320708,not_spam,2,10,191,76,0.05,15
6281044714,not_spam,1,3,306,51,0.01,12
8044128418,spam,168,45,34,3,4.59,4
9941515151,spam,408,73,49,4,4.47,2
9437344965,not_spam,0,6,224,27,0.01,14
8702009452,not_spam,2,4,397,22,0.02,8
7949478846,spam,173,69,51,6,1.69,1
6347979873,spam,78,76,58,3,3.1,1
7704583184,not_spam,2,10,286,83,0.01,17
9503090491,spam,148,34,52,7,2.9,1
6297466243,not_spam,1,7,331,75,0.01,19
7450716566,not_spam,2,8,97,73,0.04,16
7649728489,not_spam,0,2,561,66,0.0,10
8725535652,spam,472,52,18,4,3.01,0
7907458544,not_spam,1,8,331,80,0.02,18
9027747828,spam,442,61,25,6,1.93,3
7738882779,spam,463,80,36,5,4.68,0
7024106964,spam,87,37,36,2,4.67,2
7558076965,not_spam,0,5,130,43,0.04,20
6983230144,spam,483,65,43,11,2.84,4
9070641801,not_spam,1,10,69,93,0.04,16
8821668624,not_spam,0,8,183,76,0.0,8
6898959308,not_spam,1,7,286,48,0.0,8
7809240751,spam,441,52,46,4,2.68,5
7464940874,not_spam,1,6,301,21,0.02,18
9074358849,not_spam,0,4,115,85,0.02,8
6875903254,not_spam,1,2,373,30,0.01,8
6343810940,not_spam,2,3,533,36,0.0,19
8277957802,spam,243,61,5,8,2.84,2
7546187661,not_spam,0,2,113,72,0.05,22
9634792730,not_spam,2,3,69,26,0.04,10
8193030620,not_spam,2,9,319,34,0.02,19
8875392891,not_spam,0,8,89,31,0.04,16
7188961393,spam,259,75,39,14,4.14,5
7129972806,not_spam,0,2,203,88,0.01,21
9880988170,not_spam,0,8,127,67,0.03,9
7715475159,spam,389,86,16,12,2.81,2
7693855337,not_spam,1,7,331,75,0.01,19
6372770575,not_spam,1,5,574,86,0.04,11
7902685776,not_spam,0,10,539,87,0.03,12
9754409549,spam,133,74,7,15,2.53,6
8600133795,spam,396,39,59,4,1.66,1
9625255160,not_spam,2,10,161,15,0.02,10
6598605738,not_spam,1,3,375,55,0.05,11
9026203576,not_spam,0,7,316,70,0.01,21
8913677709,not_spam,2,8,345,51,0.02,17
9256947821,spam,305,97,22,11,3.13,5
8895551925,not_spam,0,8,518,71,0.01,8
9250577929,not_spam,0,1,240,28,0.0,13
6873467382,spam,71,30,49,8,4.38,0
6054594029,spam,157,68,54,13,2.02,4
8729458687,spam,236,92,8,4,4.33,4
9634376980,not_spam,2,9,105,97,0.02,21
7479331890,not_spam,0,1,530,66,0.01,14
8565740214,spam,224,45,13,3,1.14,5
9017537091,not_spam,2,7,275,78,0.01,18
9549611968,not_spam,2,3,126,12,0.03,12
6538632231,spam,376,24,35,15,2.81,0
6979682126,spam,106,49,37,10,2.91,0
7474362647,not_spam,2,4,375,88,0.02,15
7240146665,not_spam,0,3,339,80,0.05,10
6776349767,not_spam,0,7,493,94,0.04,18
6760149373,spam,358,75,9,2,1.9,3
9515071111,not_spam,1,10,190,81,0.0,9
8851923963,spam,309,65,6,13,3.09,0
8984577392,spam,379,28,14,15,2.81,3
9850738370,spam,321,89,16,9,2.0,3
9467950402,not_spam,0,1,60,56,0.03,19
6440438458,not_spam,2,1,522,22,0.0,21
8737412597,not_spam,1,9,451,83,0.0,15
6525624571,spam,480,85,9,7,4.46,2
9481299371,not_spam,0,2,467,51,0.02,19
6769388757,spam,358,75,9,2,1.9,3
7039872957,not_spam,0,4,331,56,0.01,18
9443670030,spam,155,65,14,14,4.66,2
6684632255,not_spam,1,5,396,93,0.04,21
6019068260,not_spam,1,9,595,42,0.02,20
7892082280,spam,51,43,31,13,1.84,4
9723030466,spam,155,65,14,14,4.66,2
7871415812,spam,465,32,58,8,2.61,0
8697216755,not_spam,2,6,274,29,0.05,11
6182082187,not_spam,1,7,538,35,0.03,9
6743662207,not_spam,2,9,308,84,0.0,17
6845629997,spam,217,77,44,3,2.76,5
6253055796,spam,207,68,21,13,2.99,3
8662551254,not_spam,1,9,595,42,0.02,20
6700705998,not_spam,0,8,89,31,0.04,16
6413176988,not_spam,1,2,553,77,0.01,20
9713016801,spam,216,59,25,3,4.83,3
7046620748,spam,146,68,7,12,2.12,6
7936316421,spam,472,27,13,8,2.68,1
8108675916,spam,252,79,39,4,1.54,3
9219671044,not_spam,1,9,343,26,0.04,21
8516126307,not_spam,1,1,279,52,0.02,13
9998777028,spam,257,30,50,15,1.77,1
7316155716,spam,354,26,55,14,4.83,5
9645511247,not_spam,2,3,376,27,0.02,14
6029204135,not_spam,1,1,383,24,0.02,8
9812197529,not_spam,1,5,346,55,0.03,21
7910808768,not_spam,0,8,419,82,0.0,16
6437679984,spam,489,45,26,12,1.59,4
7806249062,spam,143,32,56,14,3.06,0
9661663630,not_spam,2,2,302,61,0.03,20
9741581054,spam,313,97,52,11,4.15,1
7581659884,not_spam,1,5,244,41,0.02,20
7850602462,spam,207,68,21,13,2.99,3
7214722138,not_spam,0,3,492,43,0.05,18
8442850694,spam,426,21,46,9,2.5,3
9144422680,not_spam,1,2,329,24,0.03,22
9088624116,not_spam,1,3,491,17,0.02,12
6837174553,not_spam,0,4,269,97,0.04,8
6232950328,spam,125,53,48,6,1.79,5
6225694186,not_spam,0,4,446,88,0.02,20
6198013824,not_spam,0,8,217,69,0.05,14
6094354810,not_spam,2,5,429,67,0.04,15
6161322073,not_spam,0,1,450,76,0.02,9
6841542504,spam,167,86,36,12,3.17,2
6710055071,not_spam,2,1,98,72,0.03,9
7012122590,spam,420,50,27,10,4.49,2
9884168524,spam,420,43,46,5,3.73,2
9756937237,not_spam,1,9,124,12,0.03,16
8505874239,spam,179,74,45,13,4.43,1
8002497159,not_spam,1,8,352,62,0.05,12
8372066882,spam,194,71,33,9,2.12,1
7447995150,not_spam,2,4,504,94,0.03,8
9470206508,not_spam,2,5,429,67,0.04,15
7615399703,not_spam,0,4,146,48,0.03,17
9120675949,spam,310,75,12,12,1.09,2
8069691217,not_spam,0,2,102,63,0.04,22
7614291161,not_spam,0,1,379,12,0.01,22
9906211357,not_spam,0,5,371,20,0.03,17
9837192720,not_spam,2,9,115,39,0.04,20
9081792977,not_spam,1,2,90,50,0.05,15
6237075766,spam,123,34,30,2,3.68,1
7233460282,not_spam,0,10,237,52,0.05,11
9397857620,spam,57,40,54,6,3.13,3
8284524535,not_spam,1,3,139,19,0.03,20
7973532514,not_spam,0,2,203,88,0.01,21
9807830784,not_spam,2,4,455,72,0.02,13
8798631074,not_spam,1,7,286,48,0.0,8
6618399388,spam,274,80,23,10,1.58,2
9961364283,not_spam,2,2,135,41,0.01,18
6564790828,spam,347,31,6,9,1.39,4
7365264203,not_spam,0,8,217,69,0.05,14
7512760539,spam,50,35,7,6,4.78,3
6635296423,spam,264,28,39,13,4.7,6
8525723687,not_spam,1,8,408,78,0.02,14
7606424286,spam,83,64,5,10,3.77,4
7548351281,not_spam,1,7,538,35,0.03,9
9202439544,not_spam,2,3,80,14,0.02,11
9888226333,not_spam,1,7,345,84,0.01,15
7212932558,not_spam,0,10,315,85,0.01,9
6116185511,spam,357,85,45,12,2.01,4
9672142392,spam,148,62,14,9,1.4,2
8415880592,spam,407,88,58,15,4.18,0
9317055451,not_spam,0,8,525,100,0.0,10
9928936710,not_spam,1,2,503,62,0.03,9
9044720234,not_spam,0,5,531,69,0.03,14
8909594695,spam,321,89,16,9,2.0,3
6947268356,not_spam,0,5,69,67,0.01,22
8413536627,spam,270,35,60,14,3.25,3
8906564064,spam,411,63,27,4,4.03,4
8785605887,spam,442,88,11,15,3.59,5
7905998874,not_spam,1,10,190,81,0.0,9
8694166741,not_spam,2,8,514,89,0.04,14
9697991489,spam,100,84,50,8,4.82,2
8539400283,spam,336,86,25,3,2.71,4
9939386023,spam,224,45,13,3,1.14,5
6648534261,not_spam,0,5,381,100,0.03,15
7615664857,spam,440,51,10,8,1.46,3
8301342351,spam,342,73,15,8,4.7,0
8284469071,not_spam,2,4,274,68,0.05,19
8368250077,not_spam,0,4,517,62,0.05,20
8694217818,spam,305,97,22,11,3.13,5
8323561468,spam,489,54,54,14,4.22,5
9386994665,spam,258,34,28,3,2.88,1
8059742683,spam,231,98,21,4,3.58,5
7507139906,not_spam,1,6,398,89,0.05,20
7583628073,not_spam,2,2,87,90,0.01,22
6719326309,spam,236,76,20,15,4.44,2
8357385202,not_spam,0,4,482,51,0.03,14
6673183473,spam,471,96,43,13,1.51,3
7316987458,spam,291,24,54,11,2.99,6
6769828026,not_spam,2,5,415,62,0.0,16
6594074876,not_spam,1,6,514,100,0.01,18
6571655839,not_spam,2,10,385,98,0.0,20
8202523296,spam,232,80,52,7,1.26,1
9044370499,not_spam,1,9,81,97,0.04,21
6179105027,spam,480,52,34,14,2.58,0
7420048994,spam,170,82,49,8,3.1,2
8128446230,spam,283,65,52,14,3.97,0
7981371678,not_spam,2,8,514,89,0.04,14
6580418265,spam,196,60,28,15,1.18,2
9581780309,spam,396,30,25,6,2.13,3
9588894136,spam,294,85,17,6,4.5,0
6844096874,spam,315,41,23,12,3.42,3
9426008384,not_spam,1,8,218,46,0.04,8
6379796769,not_spam,2,1,107,31,0.04,9
6574543620,not_spam,1,8,333,78,0.05,16
7942828561,spam,258,40,58,5,1.49,6
7759048995,spam,421,70,15,11,3.94,0
6477363982,spam,246,100,43,12,4.12,3
6382840028,spam,157,68,54,13,2.02,4
9029548191,spam,404,84,14,14,3.05,0
7536331310,not_spam,0,7,493,94,0.04,18
9961283803,spam,254,52,31,11,1.02,2
6845328298,spam,258,40,58,5,1.49,6
6295145155,not_spam,0,9,288,66,0.01,8
7665109199,spam,133,74,7,15,2.53,6
9876084277,spam,56,79,32,4,2.38,6
9698722763,spam,103,60,40,11,2.05,4
7397580646,not_spam,0,2,106,75,0.04,16
9902880732,spam,203,26,6,2,2.65,1
9853160489,spam,326,97,10,9,4.91,0
7620233016,spam,480,93,27,9,1.98,4
6779064523,not_spam,2,1,522,22,0.0,21
6339422328,spam,453,67,33,5,2.55,1
7029657011,not_spam,1,9,535,60,0.04,13
8331630504,spam,56,57,36,9,1.22,3
9663811331,spam,409,97,57,7,3.75,2
7182044649,spam,375,70,58,3,2.93,3
6611403910,not_spam,2,4,504,53,0.05,13
6153914696,not_spam,0,3,339,80,0.05,10
9717179504,spam,227,79,15,8,1.98,4
8219047102,spam,450,32,52,4,4.39,0
8112727187,spam,219,41,26,13,3.39,2
7920695517,not_spam,2,9,384,60,0.01,10
9623637002,not_spam,1,8,162,39,0.02,11
9602227961,not_spam,0,10,349,65,0.03,12
9789558327,spam,490,57,57,6,4.4,0
8167094712,not_spam,1,9,535,60,0.04,13
7889258899,not_spam,1,8,423,29,0.03,11
6001105499,spam,350,86,42,8,4.52,0
6274079983,not_spam,2,10,161,15,0.02,10
7737367627,not_spam,2,7,341,49,0.03,19
6362405818,not_spam,1,3,208,15,0.02,17
6443520376,not_spam,2,10,167,34,0.01,19
8844566508,not_spam,1,4,463,41,0.0,22
9840720095,spam,359,21,60,6,4.82,6
9779524512,spam,71,29,25,7,3.02,4
8632944221,spam,473,49,15,13,1.29,5
7388195399,spam,132,69,10,2,3.09,4
7981244784,spam,366,42,13,6,2.35,1
6782012150,spam,316,52,24,8,3.27,1
7010021041,not_spam,0,10,549,14,0.01,12
6863173361,not_spam,2,7,341,49,0.03,19
9952712618,spam,402,57,37,11,3.4,5
7101358772,not_spam,2,9,162,95,0.04,21
9049900733,spam,315,41,23,12,3.42,3
8591161817,spam,249,59,43,6,1.84,2
9079750375,spam,441,52,46,4,2.68,5
9105715031,spam,389,86,16,12,2.81,2
7992012350,not_spam,2,10,559,47,0.03,18
6203080578,not_spam,1,8,586,22,0.04,18
9087969558,not_spam,0,2,345,96,0.04,14
9065254829,spam,294,71,53,12,1.19,4
8957784966,not_spam,1,5,513,98,0.03,16
6140069204,not_spam,1,7,458,98,0.02,8
8661931837,spam,442,52,14,9,1.14,1
8267108090,spam,255,42,47,7,2.94,3
9379065085,spam,309,30,45,3,2.14,0
8623258722,not_spam,1,1,167,15,0.04,21
8156339636,spam,283,26,55,13,3.84,5
8584574756,not_spam,1,8,423,29,0.03,11
8595872884,spam,254,52,31,11,1.02,2
7875127643,spam,266,20,49,15,2.69,5
8653858413,not_spam,0,7,375,50,0.01,17
7216999179,spam,333,100,60,15,1.69,3
8751807236,spam,292,79,52,2,3.28,2
7993479432,not_spam,2,6,420,64,0.01,22
9148781003,not_spam,0,10,522,65,0.01,11
8295869867,spam,246,75,52,14,3.91,5
8996358919,not_spam,0,1,168,57,0.02,15
9444838697,spam,243,61,5,8,2.84,2
8257895441,not_spam,2,8,574,32,0.02,12
6261364926,spam,490,27,45,3,3.51,4
8090937098,not_spam,0,10,233,100,0.04,11
9596577296,spam,70,54,12,13,4.32,0
9125906670,not_spam,2,6,554,68,0.01,22
8876308500,spam,238,60,47,10,4.75,2
6072735244,spam,288,38,55,10,3.49,1
9144631343,spam,480,93,27,9,1.98,4
8587368750,spam,387,88,58,15,2.21,5
9026613553,spam,197,50,30,6,1.27,0
7761232870,not_spam,0,3,492,43,0.05,18
8453982638,spam,207,68,21,13,2.99,3
9655615831,not_spam,1,9,433,72,0.0,15
6308216183,spam,232,91,18,9,1.77,1
7863459044,spam,442,72,28,2,4.17,2
6486862473,not_spam,2,1,564,22,0.03,18
9714695666,not_spam,0,3,339,80,0.05,10
8609504567,spam,399,47,26,7,4.76,0
6480236045,not_spam,1,7,228,33,0.02,20
6834738432,spam,78,76,58,3,3.1,1
7752993415,not_spam,2,6,123,49,0.01,10
7782267319,spam,183,25,16,14,1.3,3
6458104224,spam,347,52,37,7,1.2,0
8218615595,not_spam,0,5,205,34,0.04,14
6526698997,not_spam,0,7,362,98,0.01,18
7786511936,not_spam,2,2,302,61,0.03,20
6743458644,spam,236,92,8,4,4.33,4
9377958904,not_spam,2,10,523,55,0.04,20
8159610808,spam,63,70,27,6,4.58,4
9975583123,not_spam,1,5,77,88,0.01,18
9137363161,spam,246,100,43,12,4.12,3
7304840196,spam,148,62,14,9,1.4,2
7640967036,spam,357,85,45,12,2.01,4
7617580558,not_spam,1,5,411,28,0.0,11
8071685913,not_spam,0,10,103,46,0.04,16
6425219419,not_spam,1,8,162,39,0.02,11
6169473332,not_spam,2,5,504,58,0.05,18
6903009463,not_spam,0,8,127,67,0.03,9
8397058952,spam,396,25,20,8,1.83,4
6962353951,spam,60,72,21,6,4.98,4
8214199233,spam,374,48,6,8,1.04,2
7315703672,spam,405,59,60,11,1.68,1
6318512764,spam,247,78,21,3,2.84,5
8515999513,spam,450,81,17,3,1.36,4
7025696338,spam,301,31,32,10,4.74,6
8141077979,spam,347,55,16,3,3.85,1
6607637891,spam,218,92,6,5,1.49,2
6160207220,not_spam,2,3,151,27,0.01,8
8640206900,spam,203,26,6,2,2.65,1
7318787314,spam,140,66,16,15,3.01,6
9543712634,not_spam,0,2,345,96,0.04,14
8043831231,not_spam,2,6,124,41,0.01,11
9719434738,not_spam,1,9,451,83,0.0,15
7592884985,spam,181,94,54,2,1.42,6
8453025540,spam,363,73,28,11,3.23,4
6913062763,spam,121,85,58,3,1.53,6
9636222648,not_spam,1,9,385,16,0.02,13
6804791901,not_spam,2,4,375,88,0.02,15
9298952248,spam,376,24,35,15,2.81,0
6661148899,not_spam,2,10,238,35,0.01,9
8839681156,spam,199,49,14,4,4.08,0
6500502490,spam,148,34,52,7,2.9,1
7850592258,spam,146,68,7,12,2.12,6
9858688555,not_spam,2,1,575,26,0.01,15
8326465112,not_spam,2,3,151,27,0.01,8
8048795298,not_spam,1,6,315,23,0.01,12
6408947091,spam,450,81,17,3,1.36,4
8867407683,not_spam,2,7,274,99,0.01,10
7187680636,not_spam,2,2,135,41,0.01,18
9025370662,not_spam,2,5,393,85,0.02,10
8936022479,spam,307,61,17,14,1.47,4
7818779322,not_spam,2,5,244,86,0.03,22
9026333720,not_spam,0,9,409,53,0.05,18
7860584223,spam,122,30,45,2,2.18,2
6212519866,not_spam,1,5,327,67,0.02,11
6084831958,spam,248,50,57,4,3.88,4
8770404440,spam,87,37,36,2,4.67,2
7431863755,spam,82,72,52,13,3.19,0
7144405541,spam,162,53,21,12,1.53,1
9653501499,spam,217,33,58,13,4.96,4
6389422148,spam,328,55,20,6,2.05,4
8760451211,not_spam,0,10,522,65,0.01,11
8473459543,not_spam,1,1,335,52,0.0,9
8541410290,not_spam,1,7,112,66,0.01,17
6177465123,spam,83,64,5,10,3.77,4
6149536078,not_spam,2,7,318,11,0.02,9
6468603938,spam,56,57,36,9,1.22,3
7359760731,not_spam,2,8,574,32,0.02,12
6293346752,not_spam,2,5,556,90,0.02,17
9821957061,spam,230,36,53,6,4.87,3
9450220227,not_spam,1,3,519,70,0.02,10
9055678608,spam,399,47,26,7,4.76,0
9469570234,spam,155,65,14,14,4.66,2
9916687597,spam,129,66,44,4,3.95,5
6321600872,not_spam,1,5,442,68,0.02,14
9356802871,spam,347,55,16,3,3.85,1
7215418338,spam,164,82,43,6,1.15,5
6625701250,spam,235,64,32,3,3.59,0
7620932909,not_spam,2,7,341,49,0.03,19
6826069221,spam,426,31,6,12,4.52,0
7460366359,spam,197,20,31,6,2.64,2
9743218457,spam,426,65,52,11,3.42,2
6474826272,spam,447,27,52,15,4.83,6
8802339480,spam,258,57,53,2,3.45,4
9152867447,not_spam,0,3,146,21,0.02,20
9239571921,spam,209,52,38,5,2.18,0
8699808348,spam,264,28,39,13,4.7,6
8161405920,spam,477,98,28,6,2.89,5
8392000258,not_spam,1,10,385,95,0.01,14
9305753558,spam,440,51,10,8,1.46,3
6271308686,spam,58,53,35,10,1.01,0
6620333080,spam,179,39,25,2,2.21,0
7371062959,spam,194,71,33,9,2.12,1
6537263763,not_spam,0,10,594,75,0.03,20
9887460915,not_spam,0,2,345,96,0.04,14
9714127106,spam,466,65,56,3,3.61,6
7992727210,not_spam,2,7,341,49,0.03,19
9991905685,not_spam,0,6,295,47,0.02,15
6710402332,spam,476,94,44,11,2.22,3
9762584512,spam,101,98,53,12,1.66,1
6160182774,not_spam,0,5,531,69,0.03,14
7425148457,not_spam,1,7,278,30,0.03,15
